Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2611,DataAnalyticsCourse,138.0,5758.0,193.53,14.0,4.0,2.898550724637681,1902.0,2024-11-15,Hyderabad,TABLET,analytics for data
A2613,Data Analytics Corse,125.0,3652.0,186.61,29.0,10.0,8.0,1017.0,2024-11-29,Hyderabad,mobile,learn data analytics
A2615,Data Anlytics Corse,169.0,3142.0,236.79,18.0,7.0,4.142011834319527,1505.0,2024-11-06,Hyderabad,MOBILE,data analitics online
A2623,Data Analytics Corse,148.0,4813.0,212.78,12.0,7.0,4.72972972972973,1833.0,2024-11-23,Hyderabad,mobile,online data analytic
A2629,Data Anlytics Corse,128.0,4787.0,204.29,20.0,7.0,5.46875,1880.0,2024-11-29,Hyderabad,DESKTOP,data anaytics training
A2633,Data Analytcis Course,154.0,3510.0,211.16,26.0,10.0,6.493506493506493,1167.0,2024-11-14,Hyderabad,tablet,online data analytic
A2644,Data Analytcis Course,157.0,4111.0,208.46,27.0,8.0,5.095541401273886,1187.0,2024-11-05,Hyderabad,Tablet,data anaytics training
A2652,Data Analytics Corse,96.0,5568.0,210.99,19.0,10.0,10.416666666666668,1317.0,2024-11-21,Hyderabad,desktop,learn data analytics
A2656,DataAnalyticsCourse,191.0,5706.0,249.69,25.0,6.0,3.1413612565445024,1821.0,2024-11-16,Hyderabad,desktop,data analitics online
A2657,DataAnalyticsCourse,167.0,3438.0,235.2,10.0,7.0,4.191616766467066,1229.0,2024-11-17,Hyderabad,desktop,data analitics online
A2658,Data Anlytics Corse,191.0,3610.0,217.44,27.0,6.0,3.1413612565445024,1890.0,2024-11-23,Hyderabad,tablet,analytics for data
A2670,Data Anlytics Corse,168.0,5414.0,221.78,19.0,8.0,4.761904761904762,1715.0,2024-11-29,Hyderabad,mobile,data anaytics training
A2672,DataAnalyticsCourse,117.0,4716.0,213.86,26.0,4.0,3.418803418803419,1505.0,2024-11-27,Hyderabad,MOBILE,online data analytic
A2674,Data Anlytics Corse,194.0,5273.0,201.59,15.0,10.0,5.154639175257731,1018.0,2024-11-06,Hyderabad,Mobile,data analitics online
A2676,DataAnalyticsCourse,137.0,3149.0,195.06,17.0,6.0,4.37956204379562,1718.0,2024-11-08,Hyderabad,tablet,analytics for data
A2677,Data Anlytics Corse,162.0,5799.0,196.39,27.0,8.0,4.938271604938271,1505.0,2024-11-13,Hyderabad,TABLET,data analitics online
A2680,Data Analytics Corse,183.0,5659.0,191.88,12.0,7.0,3.825136612021858,1830.0,2024-11-10,Hyderabad,Mobile,analytics for data
A2681,DataAnalyticsCourse,120.0,3629.0,197.43,12.0,7.0,5.833333333333333,1522.0,2024-11-23,Hyderabad,desktop,data anaytics training
A2682,Data Analytcis Course,187.0,5531.0,219.88,10.0,5.0,2.6737967914438503,1807.0,2024-11-13,Hyderabad,tablet,analytics for data
A2684,Data Analytics Corse,173.0,3190.0,226.32,13.0,7.0,4.046242774566474,1884.0,2024-11-27,Hyderabad,Mobile,online data analytic
A2686,Data Analytcis Course,192.0,3755.0,218.14,28.0,3.0,1.5625,1121.0,2024-11-30,Hyderabad,MOBILE,online data analytic
A2694,DataAnalyticsCourse,146.0,4624.0,212.67,19.0,9.0,6.164383561643835,1513.0,2024-11-09,Hyderabad,Mobile,data analytics course
A2699,Data Analytcis Course,119.0,5159.0,227.36,22.0,10.0,8.403361344537815,1448.0,2024-11-16,Hyderabad,mobile,data anaytics training
A2702,Data Analytcis Course,110.0,4907.0,247.48,12.0,10.0,9.090909090909092,1205.0,2024-11-26,Hyderabad,desktop,data anaytics training
A2705,DataAnalyticsCourse,199.0,3060.0,237.3,19.0,9.0,4.522613065326634,1527.0,2024-11-04,Hyderabad,mobile,data analitics online
A2706,DataAnalyticsCourse,148.0,4558.0,249.74,18.0,8.0,5.405405405405405,1554.0,2024-11-01,Hyderabad,desktop,data analytics course
A2713,Data Analytcis Course,133.0,5580.0,248.11,17.0,5.0,3.7593984962406015,1111.0,2024-11-26,Hyderabad,TABLET,data analytics course
A2715,Data Analytics Corse,121.0,5205.0,181.81,24.0,5.0,4.132231404958678,1555.0,2024-11-08,Hyderabad,TABLET,data analitics online
A2725,Data Analytcis Course,162.0,3071.0,231.99,29.0,9.0,5.555555555555555,1603.0,2024-11-18,Hyderabad,Tablet,online data analytic
A2731,Data Analytcis Course,91.0,3576.0,243.02,28.0,8.0,8.791208791208792,1567.0,2024-11-25,Hyderabad,Mobile,data anaytics training
A2733,Data Anlytics Corse,175.0,5484.0,186.91,14.0,3.0,1.7142857142857144,1728.0,2024-11-18,Hyderabad,Desktop,analytics for data
A2734,Data Analytcis Course,121.0,3633.0,190.82,16.0,5.0,4.132231404958678,1157.0,2024-11-16,Hyderabad,Tablet,data analitics online
A2737,Data Analytics Corse,174.0,5282.0,240.85,10.0,4.0,2.2988505747126435,1481.0,2024-11-26,Hyderabad,tablet,data analytics course
A2740,Data Anlytics Corse,140.0,5877.0,223.87,21.0,9.0,6.428571428571428,1866.0,2024-11-28,Hyderabad,mobile,analytics for data
A2741,Data Analytics Corse,161.0,5656.0,237.69,12.0,4.0,2.484472049689441,1262.0,2024-11-29,Hyderabad,MOBILE,online data analytic
A2744,Data Anlytics Corse,151.0,5067.0,199.12,13.0,5.0,3.3112582781456954,1669.0,2024-11-27,Hyderabad,mobile,data anaytics training
A2745,Data Anlytics Corse,85.0,5612.0,245.87,12.0,7.0,8.235294117647058,1124.0,2024-11-16,Hyderabad,Mobile,learn data analytics
A2748,Data Analytcis Course,162.0,5815.0,198.49,11.0,7.0,4.320987654320987,1468.0,2024-11-23,Hyderabad,tablet,data analytics course
A2750,Data Analytics Corse,83.0,5973.0,224.06,25.0,9.0,10.843373493975903,1197.0,2024-11-10,Hyderabad,MOBILE,analytics for data
A2752,DataAnalyticsCourse,134.0,5085.0,186.1,18.0,8.0,5.970149253731343,1033.0,2024-11-27,Hyderabad,mobile,data analytics course
A2753,Data Analytcis Course,126.0,4906.0,222.92,16.0,9.0,7.142857142857142,1443.0,2024-11-25,Hyderabad,MOBILE,learn data analytics
A2754,DataAnalyticsCourse,173.0,5082.0,198.75,16.0,3.0,1.7341040462427744,1128.0,2024-11-14,Hyderabad,tablet,analytics for data
A2759,Data Anlytics Corse,113.0,3120.0,249.66,20.0,8.0,7.079646017699115,1895.0,2024-11-27,Hyderabad,mobile,data anaytics training
A2760,Data Anlytics Corse,84.0,3911.0,206.06,13.0,7.0,8.333333333333332,1155.0,2024-11-18,Hyderabad,Tablet,learn data analytics
A2761,Data Anlytics Corse,182.0,3458.0,186.51,28.0,9.0,4.945054945054945,1982.0,2024-11-01,Hyderabad,desktop,learn data analytics
A2763,Data Analytcis Course,103.0,3844.0,232.39,13.0,7.0,6.796116504854369,1763.0,2024-11-25,Hyderabad,Mobile,learn data analytics
A2765,Data Anlytics Corse,93.0,4998.0,201.98,17.0,8.0,8.60215053763441,1216.0,2024-11-12,Hyderabad,desktop,data analytics course
A2767,Data Analytics Corse,121.0,5155.0,187.0,23.0,6.0,4.958677685950414,1510.0,2024-11-05,Hyderabad,TABLET,data analytics course
A2773,Data Analytcis Course,140.0,5014.0,198.84,10.0,8.0,5.714285714285714,1474.0,2024-11-14,Hyderabad,Tablet,learn data analytics
A2778,Data Analytics Corse,194.0,5215.0,225.13,12.0,6.0,3.0927835051546393,1107.0,2024-11-22,Hyderabad,Tablet,data analitics online
A2781,DataAnalyticsCourse,182.0,5136.0,249.36,23.0,7.0,3.8461538461538463,1846.0,2024-11-03,Hyderabad,Desktop,learn data analytics
A2783,Data Anlytics Corse,187.0,4674.0,201.41,18.0,9.0,4.81283422459893,1719.0,2024-11-28,Hyderabad,tablet,learn data analytics
A2791,Data Analytics Corse,119.0,5805.0,245.13,25.0,6.0,5.042016806722689,1122.0,2024-11-13,Hyderabad,tablet,online data analytic
A2794,Data Analytics Corse,171.0,3490.0,180.82,11.0,8.0,4.678362573099415,1497.0,2024-11-14,Hyderabad,MOBILE,data analytics course
A2796,Data Analytics Corse,121.0,3757.0,241.14,16.0,3.0,2.479338842975207,1226.0,2024-11-11,Hyderabad,Desktop,data analitics online
A2800,Data Anlytics Corse,127.0,3249.0,244.01,25.0,5.0,3.937007874015748,1248.0,2024-11-05,Hyderabad,Mobile,analytics for data
A2804,DataAnalyticsCourse,110.0,3371.0,211.89,12.0,6.0,5.454545454545454,1743.0,2024-11-09,Hyderabad,tablet,data analytics course
A2805,DataAnalyticsCourse,186.0,5126.0,182.38,25.0,7.0,3.763440860215054,1856.0,2024-11-18,Hyderabad,tablet,data analitics online
A2807,Data Analytics Corse,169.0,3475.0,247.16,12.0,3.0,1.7751479289940828,1985.0,2024-11-12,Hyderabad,MOBILE,data anaytics training
A2812,Data Analytics Corse,99.0,4229.0,183.7,24.0,8.0,8.080808080808081,1792.0,2024-11-19,Hyderabad,Mobile,learn data analytics
A2815,Data Analytcis Course,149.0,3865.0,198.54,14.0,4.0,2.684563758389262,1505.0,2024-11-01,Hyderabad,tablet,data anaytics training
A2820,DataAnalyticsCourse,155.0,4870.0,191.54,23.0,8.0,5.161290322580645,1451.0,2024-11-14,Hyderabad,Tablet,data analytics course
A2822,DataAnalyticsCourse,141.0,3181.0,234.44,16.0,9.0,6.382978723404255,1628.0,2024-11-21,Hyderabad,DESKTOP,data anaytics training
A2823,DataAnalyticsCourse,153.0,4153.0,234.25,18.0,5.0,3.2679738562091507,1368.0,2024-11-24,Hyderabad,Tablet,data analytics course
A2825,Data Analytcis Course,147.0,4250.0,223.33,17.0,3.0,2.0408163265306123,1069.0,2024-11-27,Hyderabad,desktop,online data analytic
A2826,DataAnalyticsCourse,80.0,4507.0,196.17,15.0,4.0,5.0,1252.0,2024-11-08,Hyderabad,Desktop,learn data analytics
A2828,Data Analytics Corse,175.0,3792.0,227.98,17.0,8.0,4.571428571428571,1627.0,2024-11-04,Hyderabad,tablet,learn data analytics
A2830,Data Anlytics Corse,119.0,4593.0,248.14,23.0,8.0,6.722689075630252,1595.0,2024-11-08,Hyderabad,Mobile,learn data analytics
A2831,Data Anlytics Corse,146.0,4308.0,181.7,27.0,9.0,6.164383561643835,1391.0,2024-11-06,Hyderabad,tablet,analytics for data
A2832,DataAnalyticsCourse,122.0,4676.0,202.56,25.0,8.0,6.557377049180328,1368.0,2024-11-07,Hyderabad,tablet,data analytics course
A2834,Data Analytics Corse,130.0,3637.0,215.57,25.0,7.0,5.384615384615385,1361.0,2024-11-15,Hyderabad,Tablet,analytics for data
A2836,Data Analytcis Course,132.0,4320.0,229.38,15.0,5.0,3.787878787878788,1557.0,2024-11-14,Hyderabad,DESKTOP,analytics for data
A2838,Data Analytcis Course,85.0,5962.0,201.12,20.0,10.0,11.76470588235294,1728.0,2024-11-25,Hyderabad,Mobile,data analytics course
A2841,Data Anlytics Corse,148.0,3207.0,207.16,22.0,9.0,6.081081081081082,1416.0,2024-11-28,Hyderabad,desktop,online data analytic
A2846,Data Analytcis Course,170.0,5385.0,198.13,21.0,7.0,4.117647058823529,1174.0,2024-11-30,Hyderabad,DESKTOP,online data analytic
A2850,Data Analytics Corse,95.0,4075.0,225.18,26.0,7.0,7.368421052631578,1763.0,2024-11-19,Hyderabad,TABLET,data analitics online
A2855,DataAnalyticsCourse,187.0,3869.0,185.15,26.0,6.0,3.2085561497326207,1881.0,2024-11-04,Hyderabad,MOBILE,data anaytics training
A2863,DataAnalyticsCourse,176.0,5010.0,205.47,18.0,10.0,5.681818181818182,1709.0,2024-11-24,Hyderabad,TABLET,data analytics course
A2866,Data Anlytics Corse,132.0,3725.0,196.98,16.0,6.0,4.545454545454546,1094.0,2024-11-01,Hyderabad,DESKTOP,analytics for data
A2867,Data Anlytics Corse,93.0,4962.0,181.34,22.0,4.0,4.301075268817205,1100.0,2024-11-30,Hyderabad,DESKTOP,analytics for data
A2872,Data Anlytics Corse,81.0,3224.0,239.58,18.0,10.0,12.345679012345679,1229.0,2024-11-27,Hyderabad,Tablet,online data analytic
A2875,Data Analytics Corse,103.0,5900.0,231.39,24.0,10.0,9.70873786407767,1963.0,2024-11-02,Hyderabad,MOBILE,data anaytics training
A2879,Data Analytcis Course,123.0,4753.0,203.59,29.0,10.0,8.130081300813007,1959.0,2024-11-15,Hyderabad,Mobile,data anaytics training
A2896,Data Anlytics Corse,91.0,4641.0,182.84,12.0,9.0,9.89010989010989,1235.0,2024-11-25,Hyderabad,mobile,data analitics online
A2900,Data Analytcis Course,185.0,4507.0,192.6,23.0,5.0,2.7027027027027026,1180.0,2024-11-01,Hyderabad,desktop,learn data analytics
A2902,DataAnalyticsCourse,159.0,3662.0,203.93,20.0,4.0,2.515723270440252,1776.0,2024-11-10,Hyderabad,TABLET,data analytics course
A2904,DataAnalyticsCourse,103.0,3762.0,187.11,12.0,9.0,8.737864077669903,1096.0,2024-11-24,Hyderabad,mobile,learn data analytics
A2910,Data Analytics Corse,140.0,4079.0,243.8,23.0,6.0,4.285714285714286,1909.0,2024-11-29,Hyderabad,TABLET,learn data analytics
A2914,Data Analytcis Course,133.0,5487.0,243.45,22.0,7.0,5.263157894736842,1059.0,2024-11-18,Hyderabad,Desktop,data analitics online
A2916,Data Analytics Corse,196.0,3834.0,216.22,10.0,3.0,1.530612244897959,1727.0,2024-11-03,Hyderabad,Mobile,data analitics online
A2919,Data Anlytics Corse,199.0,5649.0,223.62,11.0,4.0,2.0100502512562812,1075.0,2024-11-22,Hyderabad,Desktop,data analytics course
A2921,DataAnalyticsCourse,192.0,5026.0,209.89,25.0,9.0,4.6875,1981.0,2024-11-30,Hyderabad,TABLET,data analytics course
A2925,Data Anlytics Corse,140.0,4010.0,238.31,12.0,3.0,2.142857142857143,1895.0,2024-11-05,Hyderabad,tablet,analytics for data
A2927,Data Analytics Corse,198.0,4953.0,201.7,22.0,8.0,4.040404040404041,1716.0,2024-11-29,Hyderabad,Mobile,data anaytics training
A2929,DataAnalyticsCourse,91.0,4394.0,215.57,21.0,7.0,7.6923076923076925,1926.0,2024-11-15,Hyderabad,tablet,online data analytic
A2931,Data Analytcis Course,160.0,3781.0,241.99,23.0,3.0,1.875,1772.0,2024-11-05,Hyderabad,TABLET,data analitics online
A2932,DataAnalyticsCourse,106.0,3309.0,217.2,25.0,4.0,3.7735849056603774,1507.0,2024-11-03,Hyderabad,Tablet,data analytics course
A2939,DataAnalyticsCourse,193.0,4953.0,243.75,14.0,3.0,1.5544041450777202,1118.0,2024-11-04,Hyderabad,MOBILE,analytics for data
A2941,Data Analytics Corse,163.0,4114.0,224.8,18.0,8.0,4.9079754601226995,1493.0,2024-11-24,Hyderabad,DESKTOP,online data analytic
A2945,DataAnalyticsCourse,110.0,4488.0,210.69,27.0,10.0,9.090909090909092,1872.0,2024-11-12,Hyderabad,MOBILE,data anaytics training
A2946,Data Anlytics Corse,124.0,4747.0,234.97,24.0,10.0,8.064516129032258,1505.0,2024-11-17,Hyderabad,Desktop,online data analytic
A2952,DataAnalyticsCourse,165.0,4121.0,224.59,30.0,7.0,4.242424242424243,1569.0,2024-11-03,Hyderabad,mobile,data analytics course
A2955,Data Analytics Corse,94.0,5751.0,205.37,10.0,9.0,9.574468085106384,1155.0,2024-11-19,Hyderabad,Tablet,data analytics course
A2959,Data Analytcis Course,80.0,5808.0,240.44,12.0,4.0,5.0,1542.0,2024-11-16,Hyderabad,Desktop,data analitics online
A2960,Data Anlytics Corse,166.0,5567.0,199.13,29.0,5.0,3.0120481927710845,1474.0,2024-11-08,Hyderabad,Mobile,learn data analytics
A2961,DataAnalyticsCourse,149.0,5936.0,246.58,14.0,6.0,4.026845637583892,1396.0,2024-11-01,Hyderabad,Desktop,learn data analytics
A2962,Data Anlytics Corse,151.0,4966.0,223.67,15.0,3.0,1.9867549668874174,1411.0,2024-11-09,Hyderabad,Tablet,analytics for data
A2966,Data Anlytics Corse,141.0,3306.0,188.29,30.0,9.0,6.382978723404255,1561.0,2024-11-18,Hyderabad,tablet,analytics for data
A2970,Data Analytcis Course,121.0,4638.0,198.88,14.0,6.0,4.958677685950414,1964.0,2024-11-08,Hyderabad,DESKTOP,learn data analytics
A2976,DataAnalyticsCourse,86.0,4824.0,231.61,20.0,7.0,8.13953488372093,1390.0,2024-11-10,Hyderabad,TABLET,data analitics online
A2978,Data Analytics Corse,145.0,3779.0,182.65,27.0,4.0,2.7586206896551726,1364.0,2024-11-24,Hyderabad,Tablet,analytics for data
A2979,DataAnalyticsCourse,99.0,5981.0,243.89,16.0,9.0,9.090909090909092,1876.0,2024-11-11,Hyderabad,desktop,data analitics online
A2982,DataAnalyticsCourse,153.0,4524.0,224.15,20.0,4.0,2.6143790849673203,1083.0,2024-11-05,Hyderabad,tablet,learn data analytics
A2983,DataAnalyticsCourse,184.0,5903.0,182.5,15.0,10.0,5.434782608695652,1230.0,2024-11-25,Hyderabad,MOBILE,learn data analytics
A2984,DataAnalyticsCourse,119.0,5050.0,180.57,12.0,8.0,6.722689075630252,1243.0,2024-11-04,Hyderabad,MOBILE,analytics for data
A2986,DataAnalyticsCourse,168.0,4070.0,222.99,29.0,7.0,4.166666666666666,1733.0,2024-11-12,Hyderabad,MOBILE,data anaytics training
A2987,Data Analytcis Course,140.0,5827.0,190.93,14.0,3.0,2.142857142857143,1731.0,2024-11-30,Hyderabad,Desktop,data analytics course
A2989,DataAnalyticsCourse,112.0,4277.0,249.65,27.0,3.0,2.6785714285714284,1953.0,2024-11-26,Hyderabad,TABLET,data analitics online
A2991,DataAnalyticsCourse,89.0,3363.0,220.07,26.0,7.0,7.865168539325842,1939.0,2024-11-09,Hyderabad,desktop,data analytics course
A2993,Data Analytcis Course,155.0,4135.0,226.66,26.0,7.0,4.516129032258064,1442.0,2024-11-22,Hyderabad,Tablet,analytics for data
A2999,Data Anlytics Corse,152.0,3036.0,210.78,12.0,6.0,3.9473684210526314,1074.0,2024-11-10,Hyderabad,tablet,data analitics online
A3002,Data Analytics Corse,93.0,5346.0,197.78,15.0,8.0,8.60215053763441,1036.0,2024-11-15,Hyderabad,Tablet,data analitics online
A3007,DataAnalyticsCourse,124.0,5402.0,222.16,21.0,7.0,5.64516129032258,1091.0,2024-11-27,Hyderabad,DESKTOP,data anaytics training
A3010,Data Analytics Corse,144.0,3120.0,221.66,24.0,7.0,4.861111111111112,1061.0,2024-11-13,Hyderabad,MOBILE,data anaytics training
A3017,Data Analytcis Course,136.0,3777.0,186.5,11.0,4.0,2.941176470588235,1027.0,2024-11-05,Hyderabad,MOBILE,learn data analytics
A3020,Data Analytcis Course,134.0,5620.0,231.4,28.0,7.0,5.223880597014925,1499.0,2024-11-29,Hyderabad,desktop,data anaytics training
A3025,DataAnalyticsCourse,118.0,5326.0,199.76,19.0,8.0,6.779661016949152,1195.0,2024-11-24,Hyderabad,TABLET,analytics for data
A3031,Data Anlytics Corse,89.0,3148.0,219.25,13.0,4.0,4.49438202247191,1533.0,2024-11-06,Hyderabad,desktop,data analitics online
A3035,Data Anlytics Corse,140.0,4283.0,205.02,22.0,7.0,5.0,1674.0,2024-11-11,Hyderabad,mobile,data analytics course
A3036,DataAnalyticsCourse,137.0,4189.0,208.84,17.0,7.0,5.109489051094891,1211.0,2024-11-09,Hyderabad,Mobile,online data analytic
A3037,Data Analytcis Course,199.0,4818.0,230.19,11.0,7.0,3.5175879396984926,1714.0,2024-11-08,Hyderabad,desktop,online data analytic
A3038,Data Analytcis Course,95.0,5256.0,235.84,12.0,8.0,8.421052631578947,1324.0,2024-11-24,Hyderabad,Mobile,data anaytics training
A3039,Data Analytics Corse,182.0,3980.0,191.75,16.0,5.0,2.7472527472527473,1050.0,2024-11-08,Hyderabad,TABLET,online data analytic
A3043,Data Analytics Corse,166.0,3746.0,213.81,16.0,5.0,3.0120481927710845,1750.0,2024-11-08,Hyderabad,mobile,data analitics online
A3044,Data Analytics Corse,121.0,5608.0,219.92,19.0,4.0,3.3057851239669422,1209.0,2024-11-14,Hyderabad,TABLET,data anaytics training
A3047,DataAnalyticsCourse,136.0,5011.0,236.62,25.0,5.0,3.6764705882352944,1582.0,2024-11-03,Hyderabad,MOBILE,data analytics course
A3048,Data Anlytics Corse,174.0,5864.0,190.45,26.0,5.0,2.8735632183908044,1508.0,2024-11-27,Hyderabad,Mobile,data anaytics training
A3049,Data Analytics Corse,168.0,5114.0,186.75,10.0,3.0,1.7857142857142856,1530.0,2024-11-18,Hyderabad,desktop,online data analytic
A3050,Data Analytics Corse,117.0,5658.0,191.48,13.0,3.0,2.564102564102564,1779.0,2024-11-25,Hyderabad,mobile,learn data analytics
A3051,Data Analytics Corse,187.0,4876.0,192.2,16.0,5.0,2.6737967914438503,1396.0,2024-11-09,Hyderabad,TABLET,analytics for data
A3053,Data Analytics Corse,140.0,5470.0,210.97,20.0,7.0,5.0,1928.0,2024-11-21,Hyderabad,Desktop,data analitics online
A3055,Data Analytcis Course,124.0,4507.0,209.92,15.0,4.0,3.225806451612903,1505.0,2024-11-25,Hyderabad,desktop,data analitics online
A3057,Data Analytcis Course,167.0,3366.0,213.02,28.0,4.0,2.3952095808383236,1159.0,2024-11-14,Hyderabad,MOBILE,data analytics course
A3063,Data Analytics Corse,189.0,5404.0,218.41,17.0,10.0,5.291005291005291,1418.0,2024-11-24,Hyderabad,Mobile,learn data analytics
A3068,Data Analytics Corse,121.0,5092.0,219.15,21.0,6.0,4.958677685950414,1864.0,2024-11-04,Hyderabad,Desktop,analytics for data
A3069,Data Analytics Corse,81.0,3015.0,218.69,10.0,7.0,8.641975308641975,1550.0,2024-11-27,Hyderabad,desktop,learn data analytics
A3071,Data Analytics Corse,188.0,5046.0,202.52,18.0,10.0,5.319148936170213,1625.0,2024-11-05,Hyderabad,TABLET,online data analytic
A3073,Data Analytcis Course,170.0,3879.0,245.0,29.0,7.0,4.117647058823529,1202.0,2024-11-26,Hyderabad,Tablet,data analytics course
A3079,DataAnalyticsCourse,154.0,5633.0,245.95,29.0,7.0,4.545454545454546,1604.0,2024-11-03,Hyderabad,Tablet,learn data analytics
A3083,DataAnalyticsCourse,193.0,5716.0,224.53,19.0,9.0,4.66321243523316,1167.0,2024-11-13,Hyderabad,DESKTOP,online data analytic
A3086,Data Analytics Corse,174.0,4469.0,215.98,14.0,8.0,4.597701149425287,1619.0,2024-11-07,Hyderabad,Desktop,online data analytic
A3087,DataAnalyticsCourse,127.0,3454.0,209.19,19.0,10.0,7.874015748031496,1937.0,2024-11-05,Hyderabad,DESKTOP,data anaytics training
A3089,Data Analytics Corse,113.0,4258.0,232.25,16.0,10.0,8.849557522123893,1374.0,2024-11-24,Hyderabad,mobile,online data analytic
A3092,Data Analytcis Course,106.0,5661.0,181.96,17.0,3.0,2.8301886792452833,1250.0,2024-11-11,Hyderabad,desktop,data analitics online
A3094,Data Analytics Corse,111.0,5382.0,219.59,29.0,5.0,4.504504504504505,1464.0,2024-11-25,Hyderabad,DESKTOP,analytics for data
A3095,Data Analytcis Course,98.0,5898.0,186.46,20.0,6.0,6.122448979591836,1505.0,2024-11-09,Hyderabad,mobile,data analitics online
A3097,Data Analytics Corse,109.0,3089.0,190.0,20.0,7.0,6.422018348623854,1779.0,2024-11-01,Hyderabad,Tablet,data analitics online
A3099,Data Analytcis Course,127.0,4039.0,247.92,20.0,8.0,6.299212598425196,1505.0,2024-11-27,Hyderabad,MOBILE,learn data analytics
A3105,Data Analytics Corse,193.0,4507.0,238.8,20.0,5.0,2.5906735751295336,1327.0,2024-11-02,Hyderabad,Mobile,data anaytics training
A3106,Data Analytcis Course,97.0,3937.0,197.37,14.0,10.0,10.309278350515463,1160.0,2024-11-22,Hyderabad,tablet,learn data analytics
A3107,Data Anlytics Corse,128.0,4175.0,200.11,12.0,10.0,7.8125,1599.0,2024-11-20,Hyderabad,Desktop,data analitics online
A3109,Data Analytcis Course,140.0,3809.0,202.28,17.0,9.0,6.428571428571428,1031.0,2024-11-17,Hyderabad,Desktop,data analytics course
A3114,DataAnalyticsCourse,183.0,4124.0,186.66,24.0,6.0,3.278688524590164,1183.0,2024-11-28,Hyderabad,TABLET,data analytics course
A3115,Data Analytics Corse,196.0,3143.0,238.22,28.0,7.0,3.571428571428571,1234.0,2024-11-08,Hyderabad,Mobile,data analitics online
A3117,DataAnalyticsCourse,158.0,3736.0,226.99,11.0,8.0,5.063291139240507,1606.0,2024-11-29,Hyderabad,TABLET,data anaytics training
A3120,DataAnalyticsCourse,128.0,5022.0,188.96,26.0,6.0,4.6875,1108.0,2024-11-02,Hyderabad,mobile,data anaytics training
A3123,DataAnalyticsCourse,86.0,4078.0,208.92,26.0,3.0,3.488372093023256,1698.0,2024-11-06,Hyderabad,MOBILE,data analytics course
A3124,Data Analytcis Course,140.0,3052.0,245.45,24.0,6.0,4.285714285714286,1769.0,2024-11-28,Hyderabad,Desktop,data analitics online
A3126,Data Anlytics Corse,141.0,5314.0,184.34,29.0,10.0,7.092198581560284,1271.0,2024-11-19,Hyderabad,MOBILE,online data analytic
A3127,Data Analytics Corse,193.0,3566.0,212.73,19.0,7.0,3.6269430051813467,1311.0,2024-11-04,Hyderabad,Desktop,data analitics online
A3130,Data Analytics Corse,147.0,4371.0,243.04,26.0,9.0,6.122448979591836,1776.0,2024-11-18,Hyderabad,DESKTOP,online data analytic
A3136,Data Analytcis Course,108.0,3126.0,248.94,12.0,3.0,2.7777777777777777,1942.0,2024-11-16,Hyderabad,TABLET,analytics for data
A3138,Data Analytcis Course,146.0,5712.0,221.73,26.0,5.0,3.4246575342465753,1201.0,2024-11-12,Hyderabad,Mobile,analytics for data
A3139,DataAnalyticsCourse,89.0,4175.0,194.22,11.0,3.0,3.3707865168539324,1370.0,2024-11-22,Hyderabad,DESKTOP,data anaytics training
A3142,DataAnalyticsCourse,87.0,3161.0,244.49,24.0,8.0,9.195402298850574,1161.0,2024-11-06,Hyderabad,tablet,data analitics online
A3143,Data Analytics Corse,146.0,4773.0,248.27,30.0,6.0,4.10958904109589,1304.0,2024-11-01,Hyderabad,Tablet,online data analytic
A3144,Data Anlytics Corse,140.0,3385.0,208.31,25.0,10.0,7.142857142857142,1972.0,2024-11-16,Hyderabad,MOBILE,analytics for data
A3145,Data Analytcis Course,122.0,5600.0,223.06,12.0,3.0,2.459016393442623,1061.0,2024-11-18,Hyderabad,Tablet,learn data analytics
A3154,Data Analytics Corse,166.0,4176.0,243.1,16.0,9.0,5.421686746987952,1147.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A3157,Data Analytcis Course,89.0,4936.0,199.91,16.0,4.0,4.49438202247191,1543.0,2024-11-14,Hyderabad,desktop,data analytics course
A3158,DataAnalyticsCourse,180.0,3526.0,215.57,15.0,7.0,3.888888888888889,1336.0,2024-11-16,Hyderabad,Mobile,online data analytic
A3159,Data Anlytics Corse,91.0,5509.0,186.22,29.0,5.0,5.4945054945054945,1928.0,2024-11-02,Hyderabad,MOBILE,learn data analytics
A3163,DataAnalyticsCourse,84.0,5468.0,227.36,13.0,4.0,4.761904761904762,1228.0,2024-11-26,Hyderabad,tablet,data analytics course
A3164,Data Anlytics Corse,182.0,4390.0,239.33,11.0,7.0,3.8461538461538463,1799.0,2024-11-27,Hyderabad,tablet,data anaytics training
A3169,Data Anlytics Corse,116.0,4250.0,186.34,12.0,3.0,2.586206896551724,1043.0,2024-11-30,Hyderabad,DESKTOP,analytics for data
A3174,Data Analytcis Course,182.0,3303.0,238.4,17.0,4.0,2.197802197802198,1695.0,2024-11-05,Hyderabad,desktop,data analitics online
A3178,Data Analytcis Course,102.0,5113.0,206.65,27.0,6.0,5.88235294117647,1466.0,2024-11-19,Hyderabad,MOBILE,data analytics course
A3180,Data Anlytics Corse,85.0,3088.0,234.24,24.0,4.0,4.705882352941177,1210.0,2024-11-07,Hyderabad,tablet,analytics for data
